Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Region,Periode,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km,Map
"Italia, Sirmione, Landschaft",Kleine Halbinsel bei Sirmione,45.4688494,10.6078237,Nein,Sirmione,lcmt-nabi-pctmp_ead_wehr_20483-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059522,"Italia, Sirmione, Landschaft",Kleine Halbinsel bei Sirmione,1911,Artur Wehrli,,Italy,Lombardia,Sirmione,45.49744,10.60507,3,True,0,3.19,https://www.openstreetmap.org/?mlat=45.49744&mlon=10.60507&zoom=14
"Italia, Salò, Landschaft",Zypressen entlang des Ufers des Lago di Garda bei Salò,45.6056775,10.520069,Nein,Salò,lcmt-nabi-pctmp_ead_wehr_20484-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059496,"Italia, Salò, Landschaft",Zypressen entlang des Ufers des Lago di Garda bei Salò,1911,Artur Wehrli,,Italy,Lombardia,Salò,45.60685,10.5205,3,True,0,0.13,https://www.openstreetmap.org/?mlat=45.60685&mlon=10.5205&zoom=14
"Italia, Isola di Garda, Landschaft",Blick auf die Isola di Garda und den Lago di Garda,45.5928053,10.5906933,Nein,Isola di Garda,lcmt-nabi-pctmp_ead_wehr_20485-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059464,"Italia, Isola di Garda, Landschaft",Blick auf die Isola di Garda und den Lago di Garda,1911,Artur Wehrli,,Italy,Lombardia,Isola di Garda,45.58333,10.58333,5,False,0,1.2,https://www.openstreetmap.org/?mlat=45.58333&mlon=10.58333&zoom=14
"Italia, Manerba del Garda, Landschaft",Blick auf das Cap Manerba und den Lago di Garda,45.549434,10.5512888,Nein,Manerba del Garda,lcmt-nabi-pctmp_ead_wehr_20486-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059437,"Italia, Manerba del Garda, Landschaft",Blick auf das Cap Manerba und den Lago di Garda,1911,Artur Wehrli,,Italy,Lombardia,Manerba del Garda,45.54988,10.55228,3,True,0,0.09,https://www.openstreetmap.org/?mlat=45.54988&mlon=10.55228&zoom=14
"Italia, Sirmione, Terme di Sirmione, Gesamtaussenansicht",Blick von einer Anhöhe auf die Terme di Sirmione,45.4688494,10.6078237,Nein,Sirmione,lcmt-nabi-pctmp_ead_wehr_20487-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059390,"Italia, Sirmione, Terme di Sirmione",Blick von einer Anhöhe auf die Terme di Sirmione,1911,Artur Wehrli,,Italy,Lombardia,Sirmione,45.49493,10.6046911,4,False,1,2.91,https://www.openstreetmap.org/?mlat=45.49493&mlon=10.6046911&zoom=14
"Italia, Sirmione, Castello scaligero, Teilaussenansicht","Brücke die zum Castello Scaligero in Sirmione führt, darauf mehrere Männer sitzend",45.4688494,10.6078237,Nein,Sirmione,lcmt-nabi-pctmp_ead_wehr_20488-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059368,"Italia, Sirmione, Castello Scaligero","Brücke die zum Castello Scaligero in Sirmione führt, darauf mehrere Männer sitzend",1911,Artur Wehrli,,Italy,Lombardia,Sirmione,45.49218,10.60821,5,False,0,2.59,https://www.openstreetmap.org/?mlat=45.49218&mlon=10.60821&zoom=14
"Italia, Sirmione, Castello scaligero, Teilaussenansicht","Castello Scaligero in Sirmione, im Vordergrund mehrere Boote",45.4688494,10.6078237,Nein,Sirmione,lcmt-nabi-pctmp_ead_wehr_20489-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059324,"Italia, Sirmione, Castello Scaligero","Castello Scaligero in Sirmione, im Vordergrund mehrere Boote",1911,Artur Wehrli,,Italy,Lombardia,Sirmione,45.49218,10.60821,5,False,0,2.59,https://www.openstreetmap.org/?mlat=45.49218&mlon=10.60821&zoom=14
"Furka, Blick gegen Gotthard, Teilaussenansicht","Unten das Hotel Furkablick, dahinter das Bergpanorama, vorne ein Schneefeld",11.7829891,13.083551,Nein,Furka,lcmt-nabi-pctmp_ead_wehr_2049-B_pctmp.jpg,Uri,circa 1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144122927,"Furka, Blick gegen Gotthard","Unten das Hotel Furkablick, dahinter das Bergpanorama, vorne ein Schneefeld",1906,,,Switzerland,Kanton Uri,Furka,46.5762416,8.4217321,4,False,1,3893.62,https://www.openstreetmap.org/?mlat=46.5762416&mlon=8.4217321&zoom=14
"Italia, Sirmione, Grotte di Catullo, Teilansicht",Mauerreste der Grotte di Catullo bei Sirmione,45.4688494,10.6078237,Nein,Sirmione,lcmt-nabi-pctmp_ead_wehr_20491-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059269,"Italia, Sirmione, Grotte di Catullo",Mauerreste der Grotte di Catullo bei Sirmione,1911,Artur Wehrli,,Italy,Lombardia,Sirmione,45.5009128,10.6067079,4,False,1,3.57,https://www.openstreetmap.org/?mlat=45.5009128&mlon=10.6067079&zoom=14
"Italia, Malcesine, Castello Scaligero, Gesamtaussenansicht",Blick von einer Anhöhe aus auf das Castello Scaligero in Malcesine,45.7643442,10.8100598,Nein,Malcesine,lcmt-nabi-pctmp_ead_wehr_20492-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059252,"Italia, Malcesine, Castello Scaligero",Blick von einer Anhöhe aus auf das Castello Scaligero in Malcesine,1911,Artur Wehrli,,Italy,Veneto,Malcesine,45.7663,10.80879,5,False,0,0.24,https://www.openstreetmap.org/?mlat=45.7663&mlon=10.80879&zoom=14
"Italia, Malcesine, Castello Scaligero, Gesamtaussenansicht",Blick von einer Anhöhe aus auf das Castello Scaligero in Malcesine,45.7643442,10.8100598,Nein,Malcesine,lcmt-nabi-pctmp_ead_wehr_20493-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145059220,"Italia, Malcesine, Castello Scaligero",Blick von einer Anhöhe aus auf das Castello Scaligero in Malcesine,1911,Artur Wehrli,,Italy,Veneto,Malcesine,45.7663,10.80879,5,False,0,0.24,https://www.openstreetmap.org/?mlat=45.7663&mlon=10.80879&zoom=14
"Italia, Malcesine, Castello Scaligero, Gesamtaussenansicht",Blick vom Ufer des Lago di Garda aus auf das Castello Scaligero in Malcesine,45.7643442,10.8100598,Nein,Malcesine,lcmt-nabi-pctmp_ead_wehr_20494-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145047364,"Italia, Malcesine, Castello Scaligero",Blick vom Ufer des Lago di Garda aus auf das Castello Scaligero in Malcesine,1911,Artur Wehrli,,Italy,Veneto,Malcesine,45.7663,10.80879,5,False,0,0.24,https://www.openstreetmap.org/?mlat=45.7663&mlon=10.80879&zoom=14
"Italia, Landschaft [Lokalisierung unsicher]",Zypresse-Bäume neben einem ansteigenden Weg,,,Nein,"Italien, [Lokalisierung unsicher]",lcmt-nabi-pctmp_ead_wehr_20495-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145047332,"Italia, Landschaft [Lokalisierung unsicher]",Zypresse-Bäume neben einem ansteigenden Weg,1911,Artur Wehrli,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0,,
"Italia, Como, Ortsteilansicht",Blick auf einen grossen Teil der Stadt Como vom Castel Baradello aus,45.9394759,9.1494101,Nein,Como,lcmt-nabi-pctmp_ead_wehr_20497-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145047306,"Italia, Como, Ortsteilansicht",Blick auf einen grossen Teil der Stadt Como vom Castel Baradello aus,1911,Artur Wehrli,,Italy,Lombardia,Como,45.80819,9.0832,3,True,0,15.47,https://www.openstreetmap.org/?mlat=45.80819&mlon=9.0832&zoom=14
"Italia, Como, Ortsteilansicht","Blick auf einen Teil der Stadt Como, rechts der Lago di Como",45.9394759,9.1494101,Nein,Como,lcmt-nabi-pctmp_ead_wehr_20498-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145047267,"Italia, Como, Ortsteilansicht","Blick auf einen Teil der Stadt Como, rechts der Lago di Como",1911:05,Artur Wehrli,,Italy,Lombardia,Como,45.80819,9.0832,3,True,0,15.47,https://www.openstreetmap.org/?mlat=45.80819&mlon=9.0832&zoom=14
"Italia, Como, Piazza Cavour, Teilansicht",Piazza Cavour in Como,45.9394759,9.1494101,Nein,Como,lcmt-nabi-pctmp_ead_wehr_20499-B_pctmp.jpg,,1911-05,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145047245,"Italia, Como, Piazza Cavour, Teilansicht",Piazza Cavour in Como,1911:05,Artur Wehrli,,Italy,Lombardia,Como,45.8130357,9.0809691,4,False,1,15.02,https://www.openstreetmap.org/?mlat=45.8130357&mlon=9.0809691&zoom=14
"Gletsch und Grimselstrasse, Landschaft","Die Grimselstrasse mit Gletsch, Blick gegen den Aaregletscher",46.5613226,8.3614962,Nein,Gletsch,lcmt-nabi-pctmp_ead_wehr_2051-B_pctmp.jpg,Wallis,circa 1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144123081,"Gletsch und Grimselstrasse, Landschaft","Die Grimselstrasse mit Gletsch, Blick gegen den Aaregletscher",1906,,,Switzerland,Canton du Valais,Gletsch,46.56226,8.36196,3,True,0,0.11,https://www.openstreetmap.org/?mlat=46.56226&mlon=8.36196&zoom=14
"Furkapass, Panorama",Blick von der Furka-Passhöhe auf das Rhonetal mit Furka- und Grimselpasskehren,46.5726851,8.415184,Nein,Furkapass,lcmt-nabi-pctmp_ead_wehr_2066-B_pctmp.jpg,Wallis,circa 1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144124861,"Furkapass, Panorama",Blick von der Furka-Passhöhe auf das Rhonetal mit Furka- und Grimselpasskehren,1906,,,Switzerland,Canton du Valais,Furkapass,46.57191,8.41642,5,False,0,0.13,https://www.openstreetmap.org/?mlat=46.57191&mlon=8.41642&zoom=14
"Uri Rotstock, Landschaft","Blick auf den Uri Rotstock und den Urnersee, im Vordergrund eine Wiese",46.5748908,8.6322633,Nein,Uri Rotstock,lcmt-nabi-pctmp_ead_wehr_20661-B_pctmp.jpg,,1911-06,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145045906,"Uri Rotstock, Landschaft","Blick auf den Uri Rotstock und den Urnersee, im Vordergrund eine Wiese",1911:06,Jean Gaberell,,Switzerland,Kanton Uri,Uri Rotstock,46.86176,8.53521,5,False,0,32.75,https://www.openstreetmap.org/?mlat=46.86176&mlon=8.53521&zoom=14
"Flims, Ortsgesamtansicht",Ansicht von Flims,46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20690-B_pctmp.jpg,,1911-07,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044795,"Flims, Ortsgesamtansicht",Ansicht von Flims,1911:07,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Flims, Ortsteilansicht","Horizontal Flims-Dorf, dahinter verteilt einige Hotels vor dem Wald, dahinter ein Berg",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20691-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044703,"Flims, Ortsteilansicht","Horizontal Flims-Dorf, dahinter verteilt einige Hotels vor dem Wald, dahinter ein Berg",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Flims, Ortsteilansicht",Blick auf einen Teil von Flims mit der Kirche St. Martin,46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20692-B_pctmp.jpg,,1911-07,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044676,"Flims, Ortsteilansicht mit Kirche St. Martin",Blick auf einen Teil von Flims mit der Kirche St. Martin,1911:07,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Flims, Ortsteilansicht","Horizontal Flims-Dorf, dahinter der Wald, am Horizont ein Berg",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20693-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044646,"Flims, Ortsteilansicht","Horizontal Flims-Dorf, dahinter der Wald, am Horizont ein Berg",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Flims, Ortsgesamtansicht","Zentral die Häuser von Flims zu sehen, markant die Kirche, dahinter der BErghang, rechts ein Baum",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20694-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044606,"Flims, Ortsgesamtansicht","Zentral die Häuser von Flims zu sehen, markant die Kirche, dahinter der BErghang, rechts ein Baum",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Flims, Casino/Speisesaal, Gesamtinnenansicht","Der Speisesaal des Casinos, viele Tische mit weissen Tischtüchern",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20695-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044567,"Flims, Casino Speisesaal, Gesamtinnenansicht","Der Speisesaal des Casinos, viele Tische mit weissen Tischtüchern",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Fidaz, Ref. Kirche, Gesamtaussenansicht","Zentral die Rückwand der Kirche, vorne der Weg",46.8409607,9.3097167,Nein,Fidaz,lcmt-nabi-pctmp_ead_wehr_20696-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044538,"Fidaz, Ref. Kirche, Gesamtaussenansicht","Zentral die Rückwand der Kirche, vorne der Weg",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Fidaz,46.84038,9.30878,3,True,0,0.1,https://www.openstreetmap.org/?mlat=46.84038&mlon=9.30878&zoom=14
"Trin, Trin Digg, Ortsgesamtansicht",Ansicht des Ortsteils Trin Digg,46.8282084,9.3621614,Nein,Trin,lcmt-nabi-pctmp_ead_wehr_20697-B_pctmp.jpg,,1911-07,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044459,"Trin, Trin Digg, Ortsgesamtansicht",Ansicht des Ortsteils Trin Digg,1911:07,Jean Gaberell,,Switzerland,Kanton Graubünden,Trin,46.8228147,9.354247,4,False,1,0.85,https://www.openstreetmap.org/?mlat=46.8228147&mlon=9.354247&zoom=14
"Flims, Hotel Segnes, Gesamtaussenansicht","Vorne ein Platz, dahinter rechts die Villa Erica, links das Hotel Segnes",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20698-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044425,"Flims, Hotel Segnes, Gesamtaussenansicht","Vorne ein Platz, dahinter rechts die Villa Erica, links das Hotel Segnes",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Flims, Kurhaus-Grand Hôtel, Gesamtaussenansicht","Unten überdachte Wege, dahinter das Grand-Hotel, rechts einige Bäume",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20699-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044394,"Flims, Kurhaus-Grand Hôtel, Gesamtansicht","Unten überdachte Wege, dahinter das Grand-Hotel, rechts einige Bäume",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Lötschental, Frau und Mann in Walliser Tracht, Gesamtansicht",Walliser Paar in Tracht aus dem Lötschental,46.4112449,7.8031048,Nein,Lötschental,lcmt-nabi-pctmp_ead_wehr_206T-B_pctmp.jpg,,circa 1905,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M147402729,"Lötschental, Walliser Paar in Tracht",Walliser Paar in Tracht aus dem Lötschental,1905,,,Switzerland,Canton du Valais,Lötschental,46.40957,7.802,3,True,0,0.2,https://www.openstreetmap.org/?mlat=46.40957&mlon=7.802&zoom=14
"Flims, Kurhaus Adula, Gesamtaussenansicht","Zentral das Kurhaus Adula, links eine Tanne",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20700-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044347,"Flims, Kurhaus Adula, Gesamtaussenansicht","Zentral das Kurhaus Adula, links eine Tanne",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Flims, Kurhaus Adula, Gesamtaussenansicht","Links das Kurhaus Adula, rechts die Strasse, parallel verlaufend eine Baumallee",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20701-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044319,"Flims, Kurhaus Adula, Gesamtaussenansicht","Links das Kurhaus Adula, rechts die Strasse, parallel verlaufend eine Baumallee",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Flims, Lag la Cauma, Landschaft","Blick auf den Lag la Cauma, auf dem ein Mann in einem Boot über den See rudert, im Hintergrund die Berge",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20702-B_pctmp.jpg,,1911-07,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044292,"Flims, Lag la Cauma, Landschaft","Blick auf den Lag la Cauma, auf dem ein Mann in einem Boot über den See rudert, im Hintergrund die Berge",1911:07,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.82019,9.29549,5,False,0,1.72,https://www.openstreetmap.org/?mlat=46.82019&mlon=9.29549&zoom=14
"Flims, Landschaft","Vorne See, links ein Boot, am gegenüber ein Haus, dahinter der Wald",46.8332439,9.2834557,Nein,Flims,lcmt-nabi-pctmp_ead_wehr_20703-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Jean Gaberell,https://commons.wikimedia.org/entity/M145044267,"Flims, Landschaft","Vorne See, links ein Boot, am gegenüber ein Haus, dahinter der Wald",1911,Jean Gaberell,,Switzerland,Kanton Graubünden,Flims,46.83705,9.28458,3,True,0,0.43,https://www.openstreetmap.org/?mlat=46.83705&mlon=9.28458&zoom=14
"Wengen, Bahnhof, Gesamtaussenansicht",Aussenansicht Bahnhof Wengen,46.6577188,11.9243258,Nein,Wengen,lcmt-nabi-pctmp_ead_wehr_20721-B_pctmp.jpg,,circa 1911,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M145044240,"Wengen, Bahnhof, Gesamtaussenansicht",Aussenansicht Bahnhof Wengen,1911,,,Switzerland,Canton de Berne,Wengen,46.6050081,7.920865,4,False,1,305.71,https://www.openstreetmap.org/?mlat=46.6050081&mlon=7.920865&zoom=14
"Meiringen, Ortsgesamtansicht",Blick von der Haslibergstrasse auf Meringen,46.7285518,8.1870934,Nein,Meiringen,lcmt-nabi-pctmp_ead_wehr_20742-B_pctmp.jpg,,1911-06,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M145043917,"Meiringen, Ortsgesamtansicht",Blick von der Haslibergstrasse auf Meringen,1911:06,Artur Wehrli,,Switzerland,Canton de Berne,Meiringen,46.72709,8.1872,3,True,0,0.16,https://www.openstreetmap.org/?mlat=46.72709&mlon=8.1872&zoom=14
"Brig, Ortsgesamtansicht","Brig gegen den Simplontunnel, Blick auf das Dorf und die Rhône",46.3163457,7.9879473,Nein,Brig,lcmt-nabi-pctmp_ead_wehr_20764-B_pctmp.jpg,,1911,,Schweizerische Nationalbibliothek,Anton Krenn,https://commons.wikimedia.org/entity/M145042855,"Brig, Ortsgesamtansicht","Brig gegen den Simplontunnel, Blick auf das Dorf und die Rhône",1911,Anton Krenn,,Switzerland,Canton du Valais,Brig,46.31667,7.98333,3,True,0,0.36,https://www.openstreetmap.org/?mlat=46.31667&mlon=7.98333&zoom=14
"Interlaken, Ortsteilansicht","Blick auf Interlaken vom Brienzersee her, im Hintergrund die Jungfrau",46.6855231,7.8585139,Nein,Interlaken,lcmt-nabi-pctmp_ead_wehr_20796-B_pctmp.jpg,,1912,,Schweizerische Nationalbibliothek,Nickles,https://commons.wikimedia.org/entity/M145042007,"Interlaken, Ortsteilansicht","Blick auf Interlaken vom Brienzersee her, im Hintergrund die Jungfrau",1912,Nickles,,Switzerland,Canton de Berne,Interlaken,46.68387,7.86638,3,True,0,0.63,https://www.openstreetmap.org/?mlat=46.68387&mlon=7.86638&zoom=14
"Amsteg, Ortsgesamtansicht",Gotthardbahn in Amsteg,46.7710786,8.6703257,Nein,Amsteg,lcmt-nabi-pctmp_ead_wehr_2080-B_pctmp.jpg,Uri,1906,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M144125593,"Amsteg, Ortsgesamtansicht",Gotthardbahn in Amsteg,1906,Artur Wehrli,,Switzerland,Kanton Uri,Amsteg,46.77132,8.66963,3,True,0,0.06,https://www.openstreetmap.org/?mlat=46.77132&mlon=8.66963&zoom=14
"Realp, Ortsgesamtansicht",Gesamtansicht von Realp mit Furkastrasse,46.5988457,8.5020509,Nein,Realp,lcmt-nabi-pctmp_ead_wehr_2090-B_pctmp.jpg,Uri,1906,,Schweizerische Nationalbibliothek,Artur Wehrli,https://commons.wikimedia.org/entity/M144126238,"Realp, Ortsgesamtansicht",Gesamtansicht von Realp mit Furkastrasse,1906,Artur Wehrli,,Switzerland,Kanton Uri,Realp,46.59821,8.50282,3,True,0,0.09,https://www.openstreetmap.org/?mlat=46.59821&mlon=8.50282&zoom=14
"Furka und Grimsel, Landschaft","Furka und Grimsel, Blick entlang des Rhonetals",46.5726851,8.415184,Nein,Furkapass,lcmt-nabi-pctmp_ead_wehr_2100-B_pctmp.jpg,Wallis,circa 1906,,Schweizerische Nationalbibliothek,unknown photographer,https://commons.wikimedia.org/entity/M144126819,"Furka und Grimsel, Landschaft","Furka und Grimsel, Blick entlang des Rhonetals",1906,,,Switzerland,Canton du Valais,Furkapass,46.57191,8.41642,3,True,0,0.13,https://www.openstreetmap.org/?mlat=46.57191&mlon=8.41642&zoom=14
