Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Periode,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km,Map
"Porträt, Kind, Evolène",Evolène VS. Menschliches. Zwölfjähriger Bauern- und Hirtenbub; Brustbild von vorn,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_12480_pctmp.jpg,1922,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162756094,"Porträt, Kind, Evolène",Evolène VS. Menschliches. Zwölfjähriger Bauern- und Hirtenbub; Brustbild von vorn,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2,https://www.openstreetmap.org/?mlat=46.11422&mlon=7.49407&zoom=14
"Schweiz, Gesamtaussenansicht eines Hauses [Lokalisierung unsicher]","Schweiz. Landschaft, Einzelbau. Stattliches Bauernhaus, von Wiesengelände umgeben",,,Nein,,lcmt-nabi-pctmp_ead_zing_12780_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163011117,"Schweiz, Gesamtaussenansicht eines Hauses","Schweiz. Landschaft, Einzelbau. Stattliches Bauernhaus, von Wiesengelände umgeben",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Landschaft. Weiher und Wiesenstreifen am Ufer und Baumreihe,,,Nein,,lcmt-nabi-pctmp_ead_zing_12789_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163011717,"Schweiz, Landschaft",Schweiz. Landschaft. Weiher und Wiesenstreifen am Ufer und Baumreihe,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Rüti, Zürcher Oberland, Ortsteilansicht mit 4 Bürgerhäusern an der Sonnenbergstrasse (links)","Rüti, Blick nach Südosten auf die Glarner (Vor-)Alpen. Links über der Mitte: Glarner und Schwyzer Voralpenkette zwischen Planggenstock und Stockberg; links hinter dem Wald: Mürtschenstock; rechts der Mitte: Wägital",,,Nein,,lcmt-nabi-pctmp_ead_zing_12954_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163018355,"Rüti, Zürcher Oberland, Ortsteilansicht","Rüti, Blick nach Südosten auf die Glarner (Vor-)Alpen. Links über der Mitte: Glarner und Schwyzer Voralpenkette zwischen Planggenstock und Stockberg; links hinter dem Wald: Mürtschenstock; rechts der Mitte: Wägital",1890-1936,,,Switzerland,Kanton Zürich,Rüti,47.25603,8.85552,3,True,0,,https://www.openstreetmap.org/?mlat=47.25603&mlon=8.85552&zoom=14
"Porträt, Männliche Person, Schweiz",Schweiz. Sonntagsfreuden. Drei Herren in einem kleinen Boot startbereit,,,Nein,,lcmt-nabi-pctmp_ead_zing_13106_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163023584,"Porträt, Männliche Person, Schweiz",Schweiz. Sonntagsfreuden. Drei Herren in einem kleinen Boot startbereit,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Fürstentum Liechtenstein, Vaduz, Ortsteilansicht","Vaduz FL. Landschaft, Siedlung. Das alte Dorf, Teilansicht mit Umgebung von Südosten (von der Strasse nach dem Schlosse aus)",47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13189_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027338,"Vaduz, Ortsteilansicht","Vaduz FL. Landschaft, Siedlung. Das alte Dorf, Teilansicht mit Umgebung von Südosten (von der Strasse nach dem Schlosse aus)",1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.14151,9.52154,3,True,0,0.26,https://www.openstreetmap.org/?mlat=47.14151&mlon=9.52154&zoom=14
"Fürstentum Liechtenstein, Vaduz, Ortsteilansicht","Vaduz FL. Dorfbild. Gebäudekomplex Vaistlihof im Alten Dorf, von Rebbergen umgeben, Ansicht von Südosten",47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13190_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027368,"Vaduz, Vaistlihof","Vaduz FL. Dorfbild. Gebäudekomplex Vaistlihof im Alten Dorf, von Rebbergen umgeben, Ansicht von Südosten",1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.14151,9.52154,3,True,0,0.26,https://www.openstreetmap.org/?mlat=47.14151&mlon=9.52154&zoom=14
"Fürstentum Liechtenstein, Vaduz, Landschaft","Vaduz FL. Landschaft. Die Strasse vom Alten Dorf nach dem Fürstlichen Schlosse an einem Berghang entlang führend; Blick gegen das Schloss, von dem man infolge Nebels nur die Umrisse sieht",47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13191_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027391,"Vaduz, Landschaft mit Schloss","Vaduz FL. Landschaft. Die Strasse vom Alten Dorf nach dem Fürstlichen Schlosse an einem Berghang entlang führend; Blick gegen das Schloss, von dem man infolge Nebels nur die Umrisse sieht",1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.13961,9.52434,5,False,0,0.12,https://www.openstreetmap.org/?mlat=47.13961&mlon=9.52434&zoom=14
"Fürstentum Liechtenstein, Vaduz, Ortsteilansicht","Vaduz FL. Landschaft, Siedlung. Kulturgelände mit Wies- und Ackerboden, Obstbäumen; Häuser des Alten Dorfes von Vaduz; links hinten das Schloss; Blick von Norden gegen Süden",47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13192_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027419,"Vaduz, Ortsteilansicht mit Schloss","Vaduz FL. Landschaft, Siedlung. Kulturgelände mit Wies- und Ackerboden, Obstbäumen; Häuser des Alten Dorfes von Vaduz; links hinten das Schloss; Blick von Norden gegen Süden",1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.13961,9.52434,5,False,0,0.12,https://www.openstreetmap.org/?mlat=47.13961&mlon=9.52434&zoom=14
"Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht",Vaduz FL. Das Schloss. Teil-Aussenansicht von Süden: der Saalbau mit An- und Vorbauten,47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13193_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027449,"Vaduz, Schloss Vaduz, Teilaussenansicht",Vaduz FL. Das Schloss. Teil-Aussenansicht von Süden: der Saalbau mit An- und Vorbauten,1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.13961,9.52434,5,False,0,0.12,https://www.openstreetmap.org/?mlat=47.13961&mlon=9.52434&zoom=14
"Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht","Vaduz FL. Das Schloss. Gesamt-Aussenansicht von Süden, mit Vorgelände",47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13194_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027472,"Vaduz, Schloss Vaduz, Gesamtaussenansicht","Vaduz FL. Das Schloss. Gesamt-Aussenansicht von Süden, mit Vorgelände",1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.13961,9.52434,5,False,0,0.12,https://www.openstreetmap.org/?mlat=47.13961&mlon=9.52434&zoom=14
"Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht","Vaduz FL. Das Schloss. Vorwerk, Zugang: zwei kurz nacheinander folgende offene Rundbogentore als Einfahrt",47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13195_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027500,"Fürstentum Liechtenstein, Vaduz, Schloss Vaduz","Vaduz FL. Das Schloss. Vorwerk, Zugang: zwei kurz nacheinander folgende offene Rundbogentore als Einfahrt",1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.13961,9.52434,5,False,0,0.12,https://www.openstreetmap.org/?mlat=47.13961&mlon=9.52434&zoom=14
"Fürstentum Liechtenstein, Vaduz, Ortsteilansicht",Vaduz FL. Das Schloss. Hofinneres: die nördlichen Winkel des Hofes und Bauteile,47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13196_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027524,"Fürstentum Liechtenstein, Vaduz, Ortsteilansicht",Vaduz FL. Das Schloss. Hofinneres: die nördlichen Winkel des Hofes und Bauteile,1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.13961,9.52434,5,False,0,0.12,https://www.openstreetmap.org/?mlat=47.13961&mlon=9.52434&zoom=14
"Fürstentum Liechtenstein, Vaduz, Schloss Vaduz, Teilaussenansicht",Vaduz FL. Das Schloss. Der Zugang: Blick von aussen durch zwei kurz nacheinander liegende Rundbogentore in den äussern Schlosshof,47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13197_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027544,"Fürstentum Liechtenstein, Vaduz, Schloss Vaduz",Vaduz FL. Das Schloss. Der Zugang: Blick von aussen durch zwei kurz nacheinander liegende Rundbogentore in den äussern Schlosshof,1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.13961,9.52434,5,False,0,0.12,https://www.openstreetmap.org/?mlat=47.13961&mlon=9.52434&zoom=14
"Fürstentum Liechtenstein, Vaduz, Ortsteilansicht","Vaduz FL. Das Schloss. Äussern und Vorwerk, Zufahrt zum innern Schlosstor, westliche Fassade Rundbogentore und Anbau",47.1392862,9.5227962,Nein,Vaduz,lcmt-nabi-pctmp_ead_zing_13198_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163027561,"Fürstentum Liechtenstein, Vaduz, Ortsteilansicht","Vaduz FL. Das Schloss. Äussern und Vorwerk, Zufahrt zum innern Schlosstor, westliche Fassade Rundbogentore und Anbau",1890-1936,Rudolf Zinggeler,,Liechtenstein,Vaduz,Vaduz,47.13961,9.52434,5,False,0,0.12,https://www.openstreetmap.org/?mlat=47.13961&mlon=9.52434&zoom=14
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Landschaft. Der Talfluss mit Sperren und Wasserfällen; Blick taleinwärts,,,Nein,,lcmt-nabi-pctmp_ead_zing_13229_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163028323,"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Landschaft. Der Talfluss mit Sperren und Wasserfällen; Blick taleinwärts,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Landschaft. Der Talfluss mit gemauerten Sperren und Verbauungen; Blick taleinwärts,,,Nein,,lcmt-nabi-pctmp_ead_zing_13230_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163028357,"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Landschaft. Der Talfluss mit gemauerten Sperren und Verbauungen; Blick taleinwärts,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Teilaussenansicht eines Hauses [Lokalisierung unsicher]","Schweiz. Landschaftsmotiv mit Bauernhaus im lnnerschweizer Stil (mit Klebedächern), von Wiesland, Garten und Obstbäumen umgeben",,,Nein,,lcmt-nabi-pctmp_ead_zing_13299_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163030195,"Schweiz, Teilaussenansicht eines Hauses","Schweiz. Landschaftsmotiv mit Bauernhaus im lnnerschweizer Stil (mit Klebedächern), von Wiesland, Garten und Obstbäumen umgeben",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Donaueschingeng, Ortsteilansicht","Donaueschingen, Deutschland. Landschaft, Stadtbild. Flüsschen (die Brigach) mit architektonischer Steinbrücke (Leopoldsbrücke), dahinter eine Kirche mit zwei Türmen; an den Flussufern viel Baum- und Buschvegetation",47.9534194,8.4959257,Nein,Donaueschingen,lcmt-nabi-pctmp_ead_zing_13347_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032084,"Donaueschingen, Ortsteilansicht","Donaueschingen, Deutschland. Landschaft, Stadtbild. Flüsschen (die Brigach) mit architektonischer Steinbrücke (Leopoldsbrücke), dahinter eine Kirche mit zwei Türmen; an den Flussufern viel Baum- und Buschvegetation",1890-1936,Rudolf Zinggeler,,Germany,Baden-Württemberg,Donaueschingen,47.95514,8.49707,3,True,0,0.21,https://www.openstreetmap.org/?mlat=47.95514&mlon=8.49707&zoom=14
"Donaueschingen, Donauquelle, Gesamtansicht","Donaueschingen, Deutschland. Landschaft, Vegetation, Architektur. Gewässer, an dessen Ufer vor einem Parkbäume und zwischen Büschen sich ein architektonisches Monument in Form eines Tempelchens erhebt, unter dem hervor eine Quelle quillt. Am Architrav die lnschrift: 'Danuvii caput exornavit' (Ein Denkmal gesetzt vom letzten deutschen Kaiser zum Gedenken an sich selber! 1900)",47.9534194,8.4959257,Nein,Donaueschingen,lcmt-nabi-pctmp_ead_zing_13348_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032147,"Donaueschingen, Donauquelle, Gesamtansicht","Donaueschingen, Deutschland. Landschaft, Vegetation, Architektur. Gewässer, an dessen Ufer vor einem Parkbäume und zwischen Büschen sich ein architektonisches Monument in Form eines Tempelchens erhebt, unter dem hervor eine Quelle quillt. Am Architrav die lnschrift: 'Danuvii caput exornavit' (Ein Denkmal gesetzt vom letzten deutschen Kaiser zum Gedenken an sich selber! 1900)",1890-1936,Rudolf Zinggeler,,Germany,Baden-Württemberg,Donaueschingen,47.9518381,8.5024899,4,False,1,0.52,https://www.openstreetmap.org/?mlat=47.9518381&mlon=8.5024899&zoom=14
"Konstanz, Ortsteilansicht","Konstanz, Deutschland. Flusslandschaft, Stadtbild",47.659216,9.1750718,Nein,Konstanz,lcmt-nabi-pctmp_ead_zing_13437_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163051808,"Konstanz, Ortsteilansicht","Konstanz, Deutschland. Flusslandschaft, Stadtbild",1890-1936,Rudolf Zinggeler,,Germany,Baden-Württemberg,Konstanz,47.66033,9.17582,3,True,0,0.14,https://www.openstreetmap.org/?mlat=47.66033&mlon=9.17582&zoom=14
"Schweiz, Vierwaldstättersee, Stanserhorn und Bürgenstock","Vierwaldstättersee, Blick von Merlischachen (SZ) nach Südsüdwesten. Links (von vorne nach hinten): Landspitze von Hertenstein, Bürgenstock, Stanserhorn",,,Nein,,lcmt-nabi-pctmp_ead_zing_13439_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163051873,"Schweiz, Vierwaldstättersee, Stanserhorn und Bürgenstock","Vierwaldstättersee, Blick von Merlischachen (SZ) nach Südsüdwesten. Links (von vorne nach hinten): Landspitze von Hertenstein, Bürgenstock, Stanserhorn",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Luzern,,46.9819,8.48,5,False,0,,https://www.openstreetmap.org/?mlat=46.9819&mlon=8.48&zoom=14
"Schweiz, Kirche, Teilaussenansicht [Lokalisierung unsicher]","Schweiz. Kirche. Teil-Aussenansicht. Kirchenäusseres mit Eingangsvorhalle seitlich von rechts gesehen; links hinten ein Turm-Anbau; Friedhofpartie, Weg. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_13440_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163051907,"Schweiz, Kirche, Teilaussenansicht","Schweiz. Kirche. Teil-Aussenansicht. Kirchenäusseres mit Eingangsvorhalle seitlich von rechts gesehen; links hinten ein Turm-Anbau; Friedhofpartie, Weg. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Weibliche Person [Lokalisierung unsicher]","Schweiz. Landschaft. Strassenkreuzung mit Baum in der Mitte, um den herum, auf einer Ringbank, eine Anzahl alter Leute sitzen (lnsassen eines Altersheimes?), dahinter ansteigenes Wiesengelände. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_13442_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163051975,"Schweiz, Weibliche Person","Schweiz. Landschaft. Strassenkreuzung mit Baum in der Mitte, um den herum, auf einer Ringbank, eine Anzahl alter Leute sitzen (lnsassen eines Altersheimes?), dahinter ansteigenes Wiesengelände. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Gebäude, Gesamtaussenansicht [Lokalisierung unsicher]",Schweiz. Landschaft. Freier Platz auf einer Anhöhe. lm Mittelgrund ein Restaurationsgebäude mit Anbau und ein Schopf. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_13443_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163052050,"Schweiz, Gebäude, Gesamtaussenansicht",Schweiz. Landschaft. Freier Platz auf einer Anhöhe. lm Mittelgrund ein Restaurationsgebäude mit Anbau und ein Schopf. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Ortsteilansicht eines Dorfes [Lokalisierung unsicher]",Schweiz. Dorfbild. Motiv mit dem Dorfbach mit Wasserstand; Blick vom rechten Ufer hinüber nach der Kirche und deren Nachbarhäusern,,,Nein,,lcmt-nabi-pctmp_ead_zing_13445_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163052300,"Schweiz, Ortsteilansicht eines Dorfes",Schweiz. Dorfbild. Motiv mit dem Dorfbach mit Wasserstand; Blick vom rechten Ufer hinüber nach der Kirche und deren Nachbarhäusern,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Landschaft. Mondnacht über dem See,,,Nein,,lcmt-nabi-pctmp_ead_zing_13446_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163052357,"Schweiz, Landschaft",Schweiz. Landschaft. Mondnacht über dem See,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Landschaft mit Weiher. Am Ufer Laubbäume und Schilfzone; dahinter Wiesengelände ansteigend zu einer bewaldeten Anhöhe,,,Nein,,lcmt-nabi-pctmp_ead_zing_13447_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163052383,"Schweiz, Landschaft",Schweiz. Landschaft mit Weiher. Am Ufer Laubbäume und Schilfzone; dahinter Wiesengelände ansteigend zu einer bewaldeten Anhöhe,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Seelandschaft. Blick vom Ufer aus über den See hinweg; Aufnahme im Moment einer totalen Sonnenfinsternis? Eigenartiger Lichteffekt,,,Nein,,lcmt-nabi-pctmp_ead_zing_13448_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163052423,"Schweiz, Landschaft",Schweiz. Seelandschaft. Blick vom Ufer aus über den See hinweg; Aufnahme im Moment einer totalen Sonnenfinsternis? Eigenartiger Lichteffekt,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Ortsteilansicht [Lokalisierung unsicher]",Schweiz. Landschaft. Strasse entlang dem eisernen Zaun eines privaten Parks zu Villa. lnnerhalb des Zauns ein Pförntner- und Gärtnerhaus in englischer Neugotik; auf der Strasse ein Automobil von ca. 1915,,,Nein,,lcmt-nabi-pctmp_ead_zing_13451_pctmp.jpg,circa 1916,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163052545,"Schweiz, Ortsteilansicht",Schweiz. Landschaft. Strasse entlang dem eisernen Zaun eines privaten Parks zu Villa. lnnerhalb des Zauns ein Pförntner- und Gärtnerhaus in englischer Neugotik; auf der Strasse ein Automobil von ca. 1915,1916,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Bignasco, Ortsteilansicht","Bignasco TI. Bauerntum. Teilansicht eines Speicher- und Stallgebäudes: Erdgeschoss mit offenem Unterstand, in welchem zwei alte Männer sich einer handwerklichen Arbeit widmen",46.3397342,8.6085558,Nein,Bignasco,lcmt-nabi-pctmp_ead_zing_13567_pctmp.jpg,1932,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163072813,"Bignasco, Ortsteilansicht","Bignasco TI. Bauerntum. Teilansicht eines Speicher- und Stallgebäudes: Erdgeschoss mit offenem Unterstand, in welchem zwei alte Männer sich einer handwerklichen Arbeit widmen",1932,Rudolf Zinggeler,,Switzerland,Cantone Ticino,Bignasco,46.33845,8.60816,3,True,0,0.15,https://www.openstreetmap.org/?mlat=46.33845&mlon=8.60816&zoom=14
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Botanisches,,,Nein,,lcmt-nabi-pctmp_ead_zing_13569_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163072972,"Schweiz, Landschaft",Schweiz. Botanisches,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Botanisches,,,Nein,,lcmt-nabi-pctmp_ead_zing_13570_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163073117,"Schweiz, Landschaft",Schweiz. Botanisches,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Botanisches,,,Nein,,lcmt-nabi-pctmp_ead_zing_13571_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163073228,"Schweiz, Landschaft",Schweiz. Botanisches,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]",Schweiz. Botanisches,,,Nein,,lcmt-nabi-pctmp_ead_zing_13572_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163073346,"Schweiz, Landschaft",Schweiz. Botanisches,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Schweiz, Landschaft [Lokalisierung unsicher]","Schweiz (im Küsnachter Tobel ?/b. Katzensee?). Landschaft, Vegetation. Stilles Grabengewässer inmitten üppiger, sommerlicher Rasen-, Baum- und Buschvegetation. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_13573_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163073469,"Schweiz, Landschaft","Schweiz (im Küsnachter Tobel ?/b. Katzensee?). Landschaft, Vegetation. Stilles Grabengewässer inmitten üppiger, sommerlicher Rasen-, Baum- und Buschvegetation. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Zürich,,,,0,False,0,,
